city_ascii,lat,lng,country,capital,population
Minudasht,37.2306,55.3736,Iran,minor,30085
Rosignano Marittimo,43.4,10.4667,Italy,,30083
Cramlington,55.082,-1.585,United Kingdom,,30077
Oltu,40.5456,41.9958,Turkey,minor,30075
Summerlin South,36.1242,-115.3324,United States,,30075
Ruskin,27.7065,-82.4209,United States,,30074
Merzig,49.45,6.6167,Germany,minor,30070
Bou Arfa,32.5309,-1.965,Morocco,,30068
Muratli,41.1742,27.5086,Turkey,minor,30067
Kondarangi Kiranur,10.615,77.724,India,,30064
Iguig,17.7517,121.7364,Philippines,,30060
Wuyuan,41.0896,108.2722,China,,30057
Monte Patria,-30.8333,-70.7,Chile,,30056
Nethirimangalam,10.8054,76.1877,India,,30056
McDonough,33.4397,-84.1505,United States,,30056
Margram,24.1512,87.8422,India,,30055
Chatou,48.8897,2.1573,France,,30054
Bad Zwischenahn,53.1836,8.0097,Germany,,30051
Bowling Green,41.3776,-83.6495,United States,,30051
Sainte-Julie,45.5833,-73.3333,Canada,,30045
Milazzo,38.217,15.237,Italy,,30043
Tchibanga,-2.9331,10.9831,Gabon,admin,30042
Oulad Zemam,32.35,-6.6333,Morocco,,30039
Nanchital de Lazaro Cardenas del Rio,18.0667,-94.4167,Mexico,minor,30039
Beni Khiar,36.4667,10.7833,Tunisia,,30036
Villa Regina,-39.1,-67.0667,Argentina,,30028
Zemoura,35.7167,0.75,Algeria,,30027
Degeh Bur,8.2167,43.5667,Ethiopia,,30027
Brandsen,-35.1667,-58.2167,Argentina,minor,30026
Kericho,-0.3692,35.2839,Kenya,admin,30023
Alacuas,39.4583,-0.4628,Spain,,30022
Cahul,45.9075,28.1944,Moldova,admin,30018
Dauin,9.2,123.27,Philippines,,30018
Comiso,36.95,14.6,Italy,,30016
Drexel Hill,39.9495,-75.3038,United States,,30015
Kulat,-8.8243,115.0983,Indonesia,,30012
Mahugaon,22.5748,75.7445,India,,30012
Jamalpur,25.4112,86.6593,India,,30008
Arda,32.3087,76.5772,India,,30006
Santa Maria,17.3719,120.4814,Philippines,,30006
Balungao,15.9,120.7,Philippines,,30004
Qahderijan,32.5772,51.4539,Iran,,30002
Gongyefu,41.8378,118.5011,China,,30000
Liaojiayuan,29.3906,109.9919,China,,30000
Tarrafal,15.2787,-23.7516,Cabo Verde,admin,30000
Les Palmes,18.3333,-72.85,Haiti,,30000
Mundahal Khurd,28.98,76.195,India,,30000
Masabdisa,25.9682,93.4372,India,,30000
Ranpur,22.3752,71.6898,India,,30000
Patri,23.19,71.8,India,,30000
Edassheri,10.9833,75.9667,India,,30000
Mundi,22.07,76.5,India,,30000
Padappakara,8.9667,76.6333,India,,30000
Tirwa,26.962,79.7923,India,,30000
Baghmari,20.2206,85.5014,India,,30000
Hasanparti,18.0681,79.5236,India,,30000
Sarpavaram,17.0102,82.225,India,,30000
Dhandhuka,22.37,71.98,India,,30000
`Aynkawah,36.2306,43.9944,Iraq,minor,30000
Jalawla',34.2739,45.1691,Iraq,,30000
Mutsamudu,-12.1675,44.3939,Comoros,admin,30000
Chmistar,33.9667,36.0167,Lebanon,,30000
El Fanar,33.8667,35.5667,Lebanon,,30000
Bent Jbail,33.1208,35.4336,Lebanon,minor,30000
Zgharta,34.4,35.9,Lebanon,minor,30000
Andranomanelatra,-19.7859,47.1043,Madagascar,,30000
Tsitondroina,-21.3134,45.994,Madagascar,,30000
Ambinanitelo,-15.3495,49.5805,Madagascar,,30000
Ambalavao,-21.8295,46.9402,Madagascar,,30000
Majuro,7.0833,171.3833,Marshall Islands,primary,30000
Bourem Guindou,16.9004,-0.35,Mali,,30000
Du Yar,15.2617,97.7819,Burma,,30000
Arvayheer,46.2689,102.7575,Mongolia,admin,30000
Kuah,6.3265,99.8432,Malaysia,,30000
Dulmial,32.7333,72.9167,Pakistan,,30000
Malak Abad,34.8,71.8,Pakistan,,30000
Makhdum Rashid,30,5,Pakistan,,30000
Maleme Hodar,14.0883,-15.2944,Senegal,,30000
Uar Esgudud,1.2667,41.3833,Somalia,,30000
Ikoto,4.0795,33.1089,South Sudan,,30000
Tecoluca,13.5333,-88.7833,El Salvador,,30000
Kafr Nubl,35.6138,36.5645,Syria,minor,30000
Fang,19.9189,99.2136,Thailand,minor,30000
Anew,37.8833,58.5333,Turkmenistan,admin,30000
Mpwapwa,-6.35,36.4833,Tanzania,,30000
Kayunga,0.7033,32.9036,Uganda,admin,30000
Kamonkoli,1.075,34.0956,Uganda,,30000
Pop,40.8736,71.1089,Uzbekistan,,30000
Saundhonwali,30.3331,77.9608,India,,29999
Salay,8.87,124.8,Philippines,,29998
Parakadavu,10.2126,76.352,India,,29997
Eshtehard,35.725,50.365,Iran,minor,29993
Panagyurishte,42.5031,24.1839,Bulgaria,minor,29992
Dala,-11.0342,20.2036,Angola,,29991
Soledade,-28.8178,-52.51,Brazil,minor,29991
Sombrio,-29.1039,-49.6289,Brazil,,29991
Koratgi,15.6081,76.6597,India,,29991
Askoy,60.4,5.1833,Norway,,29989
Meschede,51.35,8.2833,Germany,minor,29988
Kamisato,36.2516,139.1447,Japan,,29987
Anchieta,-20.8056,-40.6444,Brazil,minor,29984
Navapur,21.17,73.78,India,,29979
Riga,26.6553,85.442,India,,29974
Kaminoyama,38.1496,140.2679,Japan,,29974
Villemomble,48.8833,2.5,France,,29973
Birur,13.5972,75.9717,India,,29966
Zgorzelec,51.15,15.0083,Poland,minor,29966
Aarschot,50.9875,4.8333,Belgium,,29965
Kotturu,14.8262,76.2259,India,,29965
Holbaek,55.7135,11.7169,Denmark,minor,29960
Garopaba,-28.0228,-48.6128,Brazil,minor,29959
Matthews,35.1195,-80.7101,United States,,29959
Saint-Constant,45.37,-73.57,Canada,,29954
Radcliffe,53.5615,-2.3268,United Kingdom,,29950
Tebourba,36.8333,9.8333,Tunisia,,29948
Agno,16.1161,119.8027,Philippines,,29947
Verbania,45.9228,8.5519,Italy,minor,29945
Fridley,45.0841,-93.2595,United States,,29944
Paragould,36.0555,-90.5149,United States,,29940
Gerakas,38.0333,23.85,Greece,minor,29939
Dalin,23.5989,120.47,Taiwan,,29937
Greenville,33.1116,-96.1099,United States,,29936
Pind Dadan Khan,32.5883,73.0447,Pakistan,,29935
Manduria,40.4028,17.6342,Italy,,29933
Marhaura,25.97,84.87,India,,29932
Winter Park,28.5989,-81.3442,United States,,29929
Ragan Sur,17.32,121.78,Philippines,,29928
Santa Rita,14.868,-89.0941,Honduras,,29927
Mohyliv-Podilskyi,48.45,27.7833,Ukraine,minor,29925
Imbituva,-25.23,-50.6044,Brazil,minor,29924
Subotica,46.1003,19.6656,Serbia,admin,29919
Carshalton,51.3652,-0.1676,United Kingdom,,29917
Elektrogorsk,55.8833,38.8,Russia,,29912
Triprangottur,11.7843,75.6559,India,,29911
General Alvear,-34.9667,-67.7,Argentina,minor,29909
Dandenong,-37.981,145.215,Australia,,29906
Wellesley,42.3043,-71.2855,United States,,29906
Decines-Charpieu,45.7694,4.9594,France,,29905
Algonquin,42.1629,-88.3159,United States,,29904
Mahon,39.8875,4.2611,Spain,,29902
Northfleet,51.44,0.34,United Kingdom,,29900
Plympton,50.386,-4.051,United Kingdom,,29899
Panakkudi,8.3492,77.5672,India,,29895
Taza,35.0639,-5.2025,Morocco,,29895
Bogdanovich,56.7803,62.0494,Russia,minor,29895
Serra Negra,-22.6119,-46.7008,Brazil,minor,29894
Durango,43.1689,-2.63,Spain,,29887
Conguaco,14.05,-90.0333,Guatemala,minor,29887
Aral,46.7833,61.6667,Kazakhstan,minor,29887
Pinhao,-25.6958,-51.66,Brazil,minor,29886
Hazleton,40.9505,-75.9725,United States,,29886
San Andres del Rabanedo,42.6167,-5.6,Spain,,29884
Mandali,33.7481,45.555,Iraq,,29882
San Roque,12.533,124.867,Philippines,,29882
Mabole,7.0022,79.898,Sri Lanka,,29880
Padada,6.63,125.35,Philippines,,29878
Crofton,39.0144,-76.68,United States,,29878
Perigueux,45.1929,0.7217,France,minor,29876
Werve,51.6667,7.6167,Germany,,29868
Balabagan,7.53,124.12,Philippines,,29863
Gloucester,42.626,-70.6897,United States,,29862
Saint-Cloud,48.84,2.22,France,,29859
El Idrissia,34.45,2.5333,Algeria,,29856
Villa Dolores,-31.9333,-65.2,Argentina,,29854
Al Madad,13.7167,44.7333,Yemen,,29853
Be'er Ya`aqov,31.9436,34.8392,Israel,,29852
San Andres Xecul,14.9,-91.4833,Guatemala,minor,29849
Xiaba,27.8826,108.057,China,,29848
Quiapo,14.6,120.983,Philippines,,29846
Puente-Genil,37.3833,-4.7667,Spain,,29844
El Kseur,36.6844,4.8522,Algeria,,29842
Waslala,13.2333,-85.3833,Nicaragua,,29838
East Windsor,40.2606,-74.5295,United States,,29837
Ozhur,10.9542,75.9167,India,,29836
Kabalo,-6.05,26.9167,Congo (Kinshasa),,29833
La Garenne-Colombes,48.9056,2.2445,France,,29828
Draveil,48.6852,2.408,France,,29824
San Luis,15.72,121.52,Philippines,,29824
Motala,58.55,15.05,Sweden,minor,29823
Bourgoin-Jallieu,45.5861,5.2736,France,,29816
Kodayattur,11.2833,75.9833,India,,29816
Petite Riviere de Nippes,18.4764,-73.2413,Haiti,,29815
Nanga Eboko,4.6708,12.3731,Cameroon,,29814
Shibancun,22.1539,110.7082,China,,29812
Oosterend,53.0036,6.0664,Netherlands,,29812
Shetang,34.5514,105.9703,China,,29811
Tiruvegapra,10.873,76.125,India,,29810
Thuan Tien,10.0894,105.8281,Vietnam,,29806
Krishnarajpet,12.6662,76.4877,India,,29805
Tequisquiapan,20.5206,-99.8958,Mexico,minor,29799
Bontoc,10.35,124.97,Philippines,,29799
Guapi,2.5703,-77.8856,Colombia,minor,29797
Talwara,31.9376,75.8866,India,,29797
San Carlos,37.4982,-122.2677,United States,,29797
Dzyarzhynsk,53.6833,27.1333,Belarus,minor,29796
Santa Elena de Uairen,4,36,Venezuela,minor,29795
Fresno,5.1556,-75.0403,Colombia,minor,29794
Kaita,34.3722,132.5361,Japan,,29793
West Windsor,40.2897,-74.6266,United States,,29791
Antsampandrano,-19.92,47.5705,Madagascar,,29788
Oelde,51.8333,8.15,Germany,,29783
Madavur,11.2597,75.9486,India,,29781
Hengshuicun,22.3611,111.4199,China,,29777
Dahana,38.0583,69.8667,Tajikistan,,29776
Ramnicu Sarat,45.38,27.06,Romania,,29774
Santa Cruz,10.1819,-67.5025,Venezuela,minor,29773
Monterey,36.5919,-121.8808,United States,,29772
Bulwell,53.001,-1.197,United Kingdom,,29771
Nutley,40.8192,-74.1571,United States,,29767
Mount Hagen,-5.8667,144.2167,Papua New Guinea,admin,29765
Mananasy-Tsitakondaza,-19.1481,46.6495,Madagascar,,29763
Charneca,38.6167,-9.1833,Portugal,,29763
Cruz,-2.9178,-40.1719,Brazil,minor,29761
Ancon,8.9627,-79.5474,Panama,minor,29761
Nattam,10.2249,78.231,India,,29759
Guyancourt,48.7714,2.0739,France,,29758
Benito Soliven,16.98,121.95,Philippines,,29752
Bazeh Kalagh,36.5325,59.3636,Iran,,29751
Chahchaheh,36.5325,59.3636,Iran,,29751
Bozmargi,36.5325,59.3636,Iran,,29751
Kalateh-ye Mir Ab,36.5325,59.3636,Iran,,29751
Vera Cruz,-12.96,-38.6089,Brazil,minor,29750
Santiago do Cacem,38.0167,-8.7,Portugal,minor,29749
Rahway,40.6077,-74.2807,United States,,29748
Perico,22.7753,-81.0153,Cuba,minor,29746
Reghin,46.7758,24.7083,Romania,,29742
Vyatskiye Polyany,56.2239,51.0633,Russia,minor,29742
Landsberg,48.0478,10.8989,Germany,minor,29739
Sardrud,38.0267,46.1528,Iran,,29739
Phu My,10.5906,107.0481,Vietnam,,29738
Atascadero,35.4827,-120.6858,United States,,29735
Atbasar,51.8,68.3333,Kazakhstan,minor,29733
Mbanga,4.5092,9.5681,Cameroon,,29732
Yong'ancun,23.1788,112.6904,China,,29732
Tabio,4.9158,-74.0983,Colombia,minor,29731
Devarkonda,16.7,78.9333,India,,29731
Heesch,51.7314,5.53,Netherlands,minor,29728
Igarapava,-20.0383,-47.7469,Brazil,minor,29727
Tena,-0.989,-77.8159,Ecuador,admin,29724
Tournefeuille,43.5853,1.3442,France,,29724
Orchard Park,42.7516,-78.7455,United States,,29724
Karahrud,34.0628,49.6461,Iran,,29721
East Fishkill,41.5567,-73.7824,United States,,29720
Savanette,18.6833,-72.05,Haiti,,29717
Makato,11.712,122.2922,Philippines,,29717
Orchards,45.689,-122.5306,United States,,29716
Bergen,52.6667,4.7167,Netherlands,,29715
Furmanov,57.25,41.1333,Russia,minor,29715
Buenavista,10.08,124.12,Philippines,,29711
Szekszard,46.3558,18.7039,Hungary,admin,29707
Bunyan,38.8486,35.8592,Turkey,minor,29704
Kloof,-29.7833,30.8333,South Africa,,29704
Nu`ayjah,25.2525,51.5592,Qatar,,29703
Hengchun,22,120.75,Taiwan,,29702
Acajutla,13.59,-89.8336,El Salvador,,29701
Vandoeuvre-les-Nancy,48.6567,6.1683,France,,29697
Kitaakita,40.226,140.3708,Japan,,29696
La Oliva,28.6111,-13.9278,Spain,,29693
Parsuram,23.2114,91.4686,Bangladesh,,29691
Sursand,26.65,85.7167,India,,29688
San Jacinto,12.5683,123.7336,Philippines,,29686
Buriti,-3.9419,-42.925,Brazil,minor,29685
Hosdurga,13.7963,76.2841,India,,29684
Manjo,4.85,9.8167,Cameroon,,29683
Uychi,41.0294,71.8483,Uzbekistan,,29683
Nepanagar,21.4558,76.4494,India,,29682
Zaragoza,13.5833,-89.2833,El Salvador,,29679
La Rinconada,-14.6325,-69.4458,Peru,,29678
Pasuquin,18.3342,120.6183,Philippines,,29678
Newtownards,54.591,-5.68,United Kingdom,,29677
Vlasotince,42.9667,22.1333,Serbia,admin,29669
Canguaretama,-6.38,-35.1289,Brazil,minor,29668
Zaragoza,14.65,-90.8833,Guatemala,minor,29668
Stung Treng,13.5259,105.9683,Cambodia,admin,29665
Piraju,-23.1936,-49.3839,Brazil,minor,29664
Yingshouyingzi,40.5451,117.656,China,minor,29664
Pedras de Fogo,-7.4019,-35.1158,Brazil,minor,29662
Warrnambool,-38.3833,142.4833,Australia,,29661
Toksun,42.7918,88.6536,China,minor,29657
Galesburg,40.9506,-90.3763,United States,,29653
Synelnykove,48.3178,35.5119,Ukraine,minor,29651
West Rembo,14.5602,121.0615,Philippines,,29649
Husnabad,18.1,79.3,India,,29648
Hobart,41.514,-87.2729,United States,,29646
Novyi Rozdil,49.4697,24.1367,Ukraine,,29643
Monfalcone,45.8046,13.5329,Italy,,29637
Puthupalli,9.5594,76.5722,India,,29635
Selouane,35.0667,-2.9333,Morocco,,29628
Schererville,41.4861,-87.4442,United States,,29627
Villa Donato Guerra,19.3083,-100.1422,Mexico,minor,29621
Bregenz,47.505,9.7492,Austria,admin,29620
Jamai,22.1964,78.5919,India,,29620
Pati do Alferes,-22.4289,-43.4189,Brazil,minor,29619
Alquizar,22.8067,-82.5828,Cuba,minor,29616
Placer,9.657,125.6016,Philippines,,29616
Xinmin,25.4831,104.8416,China,,29614
Agde,43.3108,3.4758,France,,29612
Chikuzen,33.4569,130.5953,Japan,,29608
Benicarlo,40.4167,0.4167,Spain,,29607
Central,30.5593,-91.0369,United States,,29603
Kalpatta,11.6087,76.0834,India,,29602
Mannargudi,11.2761,79.552,India,,29602
Agdas,40.65,47.4833,Azerbaijan,admin,29600
Veliyangod,10.7296,75.9471,India,,29596
Kendal,54.326,-2.745,United Kingdom,,29594
Fritissa,33.6167,-3.55,Morocco,,29594
Laurel,39.0949,-76.8622,United States,,29594
Villa Gesell,-37.25,-56.9833,Argentina,minor,29593
Raytown,38.9944,-94.4641,United States,,29593
San Agustin Chahal,15.75,-89.5667,Guatemala,,29590
Dayr Abu Sa`id,32.5025,35.6922,Jordan,minor,29590
Mangdongshan,24.1844,98.3385,China,,29587
Kollengode,10.6139,76.6908,India,,29587
Waltrop,51.6167,7.3833,Germany,,29586
Trutnov,50.5606,15.9131,Czechia,,29584
Rarott,11.4504,75.9306,India,,29583
South Ubian,5.18,120.48,Philippines,,29583
Gustrow,53.7939,12.1764,Germany,minor,29582
Barbosa,5.933,-73.621,Colombia,minor,29581
Point Fortin,10.1667,-61.6667,Trinidad and Tobago,admin,29579
Mashan,37.0235,112.0467,China,,29578
Tokmak,47.2556,35.7056,Ukraine,minor,29573
Lakheri,25.67,76.17,India,,29572
Xalatlaco,19.1811,-99.4164,Mexico,minor,29572
Inagawa,34.9,135.3833,Japan,,29571
Limoeiro do Ajuru,-1.895,-49.3808,Brazil,minor,29569
Zamboanguita,9.1,123.199,Philippines,,29569
Pedro Betancourt,22.7303,-81.2908,Cuba,minor,29565
Anderson,34.5211,-82.6478,United States,,29563
Bogoroditsk,53.7667,38.1333,Russia,minor,29560
Johnston,41.8274,-71.5202,United States,,29559
Bafata,12.1719,-14.6575,Guinea-Bissau,admin,29556
Antsahalava,-19.5835,47.4685,Madagascar,,29556
Chiknayakanhalli,13.4161,76.6206,India,,29553
Rota,36.6167,-6.35,Spain,,29552
Clichy-sous-Bois,48.9102,2.5532,France,,29551
Southgate,42.2047,-83.2057,United States,,29551
Maranga,25.7592,87.4665,India,,29549
Marmara Ereglisi,40.9697,27.9553,Turkey,minor,29549
Paraty,-23.2194,-44.7147,Brazil,minor,29544
Purificacion,3.8586,-74.9306,Colombia,minor,29539
Cambui,-22.6119,-46.0578,Brazil,minor,29536
Behror,27.8903,76.2861,India,,29531
Sumilao,8.3281,124.9783,Philippines,,29531
Longhong,19.8828,110.4111,China,,29530
Olocuilta,13.5667,-89.1167,El Salvador,,29529
Burton,42.9974,-83.6175,United States,,29529
Temse,51.1167,4.2,Belgium,,29528
Bra,44.7,7.85,Italy,,29523
Vallentuna,59.5333,18.0833,Sweden,minor,29519
Nan'ao,38.5162,114.5648,China,,29508
N'Gaous,35.555,5.6106,Algeria,,29504
Dongyuya,29.5619,111.035,China,,29500
Duanzhuang,36.5796,111.7577,China,,29498
Sint-Michielsgestel,51.6433,5.3586,Netherlands,minor,29498
Minad,8.85,76.6958,India,,29497
Ja`ar,13.2231,45.3056,Yemen,minor,29495
Shangmuping,30.8117,111.0156,China,,29494
Augustow,53.8436,22.9794,Poland,minor,29494
Melrose,42.4556,-71.059,United States,,29488
Magna,40.7634,-112.1599,United States,,29488
Petrich,41.3981,23.2069,Bulgaria,,29479
Kumalarang,7.7478,123.1442,Philippines,,29479
Flandes,4.2833,-74.8,Colombia,minor,29478
Escarcega,18.6067,-90.7344,Mexico,minor,29477
Casselberry,28.6624,-81.3217,United States,,29473
Arari,-3.4539,-44.78,Brazil,minor,29472
Manticao,8.4042,124.2867,Philippines,,29469
Sankaridrug,11.4745,77.8691,India,,29467
Brecht,51.3494,4.6394,Belgium,,29454
San Lorenzo,37.6733,-122.1332,United States,,29453
Dembi Dolo,8.5353,34.8003,Ethiopia,,29448
Zaltbommel,51.8123,5.247,Netherlands,minor,29447
Ludwigsfelde,52.2997,13.2667,Germany,,29441
Pirakkad,9.35,76.35,India,,29437
Winnenden,48.8764,9.3978,Germany,,29436
Juchitepec,19.0997,-98.8792,Mexico,minor,29436
Garchitorena,13.88,123.7,Philippines,,29436
Ibrahimpatnam,16.6056,80.3786,India,,29432
Mudbidri,12.9101,75.003,India,,29431
Bujaru,-1.515,-48.0447,Brazil,minor,29427
Gorna Oryahovitsa,43.1304,25.7041,Bulgaria,,29423
Sena Madureira,-9.0658,-68.6569,Brazil,minor,29420
Atmakur,14.6167,79.6167,India,,29419
Pueblo Nuevo Vinas,14.2333,-90.4667,Guatemala,minor,29418
Vadakku Valliyur,8.3829,77.6122,India,,29417
Eastern Goleta Valley,34.4448,-119.7879,United States,,29411
Krimpen aan den IJssel,51.92,4.6,Netherlands,minor,29410
Tizi Gheniff,36.5833,3.7667,Algeria,,29409
Chichester,50.8365,-0.7792,United Kingdom,,29407
Perafita,41.2239,-8.6989,Portugal,,29407
Bixby,35.9454,-95.8776,United States,,29402
Kyegegwa,0.4803,31.0547,Uganda,admin,29400
Figuil,9.7667,13.9667,Cameroon,,29399
Budaors,47.4606,18.9578,Hungary,,29398
Pontedera,43.6625,10.6328,Italy,,29393
Tirukkalikkunram,12.6092,80.0675,India,,29391
Lavezares,12.53,124.33,Philippines,,29390
Bagong Pag-Asa,14.6622,121.0331,Philippines,,29389
Vaihingen an der Enz,48.9328,8.9564,Germany,,29387
Lamerd,27.3336,53.1886,Iran,minor,29380
Livadeia,38.4333,22.8667,Greece,minor,29379
L'Arbaa Nait Irathen,36.6367,4.2067,Algeria,,29376
Bois-Colombes,48.9175,2.2683,France,,29376
Stafford,39.7049,-74.2643,United States,,29375
Oak Park,42.4649,-83.1824,United States,,29370
Garfield Heights,41.4199,-81.6038,United States,,29369
Marar,25.5392,86.5074,India,,29368
Santiago de Baney,3.7,8.9167,Equatorial Guinea,,29366
Vero Beach South,27.6132,-80.4163,United States,,29365
Baglung,28.2667,83.6,Nepal,,29360
Orange,44.1383,4.8097,France,,29357
Fleming Island,30.0988,-81.7124,United States,,29351
Didieni,13.885,-8.0928,Mali,,29349
Pilachikare,12.0855,75.2545,India,,29348
Povoa de Santa Iria,38.8562,-9.0685,Portugal,,29348
Gloria do Goita,-7.9992,-35.2911,Brazil,minor,29347
Ra's al `Ayn,36.8503,40.0706,Syria,minor,29347
Casma,-9.4742,-78.3106,Peru,,29343
Texarkana,33.436,-93.9959,United States,,29343
Pattikonda,15.4,77.5167,India,,29342
Nalakadoddi,15.4,77.5167,India,,29342
Englewood,40.8917,-73.9736,United States,,29342
Castelvetrano,37.6786,12.7917,Italy,,29341
Madang,-5.2248,145.7853,Papua New Guinea,admin,29339
Northeim,51.7067,10.0011,Germany,minor,29337
Tonisvorst,51.3208,6.4931,Germany,,29331
Aralam,11.9992,75.764,India,,29328
Pignon,19.337,-72.1171,Haiti,,29327
Fountain,38.6886,-104.6829,United States,,29327
Shikharpur,27.7467,85.5097,Nepal,,29318
Mioveni,44.9569,24.9406,Romania,,29317
Guotang,23.8384,115.9201,China,,29315
Pitou,23.8775,120.4706,Taiwan,,29314
Hajduboszormeny,47.6667,21.5167,Hungary,minor,29310
Yoro,35.3084,136.5614,Japan,,29309
Ski,59.7167,10.8333,Norway,minor,29307
Kirkwood,38.5788,-90.4203,United States,,29302
Fresnes,48.755,2.3221,France,,29298
Benhao,18.615,109.931,China,,29295
Swarzedz,52.4083,17.0714,Poland,,29295
Emmen,47.0772,8.3,Switzerland,,29292
Jacksonville,34.8807,-92.1304,United States,,29285
Glenville,42.8869,-73.9925,United States,,29284
Carmona,37.4667,-5.6333,Spain,,29279
Harrison,41.0236,-73.7193,United States,,29279
San Rafael,20.1889,-96.8658,Mexico,minor,29277
Shuangtian,22.864,114.5443,China,,29276
Namaacha,-25.9667,32.0333,Mozambique,,29272
Khunti,23.081,85.2774,India,,29271
Licab,15.54,120.7619,Philippines,,29269
Shibushi,31.4772,131.1,Japan,,29267
Cocula,20.39,-103.82,Mexico,minor,29267
Oslob,9.55,123.4,Philippines,,29264
Rasra,25.85,83.85,India,,29263
Geislingen an der Steige,48.6244,9.8306,Germany,,29261
Garaimari,24.0217,88.6263,India,,29260
Springe,52.2167,9.55,Germany,,29258
McCandless,40.5836,-80.0283,United States,,29258
Quivican,22.8247,-82.3558,Cuba,minor,29253
Paratinga,-12.6908,-43.1839,Brazil,minor,29252
Cachoeira,-12.6178,-38.9558,Brazil,minor,29250
Clarksburg,39.2246,-77.2659,United States,,29246
Dildarnagar,25.4309,83.6665,India,,29242
Lepe,37.2542,-7.2033,Spain,,29241
Villiers-le-Bel,49.0094,2.3911,France,,29238
Bromsgrove,52.3353,-2.0592,United Kingdom,,29237
Koshu,35.7043,138.7294,Japan,,29237
Udaipur,27.7289,75.4716,India,,29236
Fandriana,-20.2296,47.3745,Madagascar,,29232
Ternivka,48.5167,36,Ukraine,minor,29226
Actopan,20.2681,-98.9442,Mexico,,29223
Capitan Bermudez,-32.8167,-60.7167,Argentina,,29218
Maddagiri,13.66,77.21,India,,29215
Babaeski,41.4325,27.0931,Turkey,minor,29215
Buhl,48.6953,8.135,Germany,,29214
Tomi,36.3594,138.3304,Japan,,29213
Fundao,40.1333,-7.5,Portugal,minor,29213
Cottica,3.8542,-54.2281,Suriname,,29210
Dougabougou,13.8186,-6.1189,Mali,,29208
Rosrath,50.9,7.1833,Germany,,29206
Beldanga,23.93,88.25,India,,29205
Suisun City,38.2473,-122.0091,United States,,29205
Esmeralda,21.8561,-78.1114,Cuba,minor,29203
Bulung'ur Shahri,39.76,67.27,Uzbekistan,minor,29200
Poas,10.106,-84.2475,Costa Rica,,29199
Redondela,42.2833,-8.6167,Spain,,29192
Ermont,48.9922,2.2603,France,,29189
Santa Cruz Cabralia,-16.2778,-39.025,Brazil,minor,29185
Poona-Piagapo,8.08,124.08,Philippines,,29183
Nola,3.5333,16.0667,Central African Republic,admin,29181
Arniquet,18.1463,-73.875,Haiti,,29180
La Source,18.0714,-73.9006,Haiti,,29180
Alegre,-20.7639,-41.5328,Brazil,minor,29177
Aipe,3.2167,-75.2333,Colombia,minor,29177
Changzhi,22.6833,120.5333,Taiwan,,29177
Irara,-12.05,-38.7667,Brazil,minor,29173
San Fernando,24.8504,-98.16,Mexico,minor,29171
Oktyabr'sk,49.4556,57.4161,Kazakhstan,minor,29169
Ath,50.6167,3.7667,Belgium,minor,29164
Lacey,39.8564,-74.2624,United States,,29164
Statesville,35.7842,-80.8713,United States,,29161
Blankenfelde,52.35,13.4,Germany,,29159
Queensbury,43.3568,-73.6765,United States,,29155
Nieuwkoop,52.1833,4.7667,Netherlands,,29151
Raghopur,26.1785,86.0892,India,,29149
Hinunangan,10.4,125.2,Philippines,,29149
